gender	race	region	happy	life	sibs	childs	age	educ	paeduc	maeduc	speduc	prestg80	occcat80	tax	usintl	obey	popular	thnkself	workhard	helpoth	hlth1	hlth2	hlth3	hlth4	hlth5	hlth6	hlth7	hlth8	hlth9	work1	work2	work3	work4	work5	work6	work7	work8	work9	prob1	prob2	prob3	prob4
2	1	1	2	0	4	1	33	12	7	8	15	30	6	0	1	1	5	2	3	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	3	2	2	1	42	12	8	9	16	44	5	2	0	5	4	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
1	1	1	2	0	4	2	74	14	8	8	97	47	5	0	1	3	5	4	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	0	3	1	37	12	7	12	16	59	1	0	1	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	 	 	 	 
1	1	1	1	2	6	3	50	17	98	12	12	66	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	6	5	52	12	8	12	12	32	6	0	1	1	5	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	9	1	71	10	0	0	97	36	5	1	0	3	5	2	4	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	7	 	 	 
2	1	1	2	0	3	2	34	14	16	12	16	46	2	0	1	1	5	4	2	3	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	 	 	 	 
2	1	1	9	2	8	2	41	17	12	12	18	61	1	1	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	2	1	2	9	4	53	12	12	7	12	51	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	1	0	0	0	43	14	11	11	97	28	6	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	 	 	 	 
1	1	2	2	2	4	1	30	13	9	12	12	51	5	1	0	4	3	1	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	2	3	0	3	4	57	12	6	10	97	33	2	0	1	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	2	1	7	0	57	12	6	6	12	27	2	2	0	3	5	1	4	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	4	 	 	 
1	2	2	2	0	0	2	39	13	97	15	14	28	2	0	2	1	5	2	3	4	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	 	 	 	 
1	2	2	2	0	8	2	19	9	97	9	97	0	 	0	8	3	2	1	4	5	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	2	3	3	9	0	74	9	8	12	8	0	 	8	0	4	5	1	2	3	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	 	 
1	1	2	2	1	4	2	73	14	3	98	18	51	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	2	0	2	0	27	14	12	10	15	27	2	0	1	3	5	1	2	4	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	 	 	 	 
2	1	2	2	1	4	1	56	16	12	16	16	39	1	1	0	4	5	3	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	2	2	2	5	5	66	13	98	8	14	49	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	1	2	1	0	73	12	98	98	10	36	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	4	0	41	16	97	15	97	51	1	0	1	4	5	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	 	 	 	 
1	1	1	1	1	4	3	59	15	6	12	16	47	1	1	0	4	5	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	 	 	 
2	1	1	2	1	0	0	36	16	8	8	97	66	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	3	0	1	2	52	16	12	12	12	74	1	0	1	1	5	3	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	5	2	89	14	98	0	97	28	3	1	0	4	5	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	0	5	0	40	14	98	12	97	39	5	0	1	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	 	 	 	 
1	1	1	2	2	1	4	29	17	12	12	16	24	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	1	3	0	24	16	18	12	97	25	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	2	2	40	14	8	12	12	45	2	0	1	4	5	2	3	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	 	 	 	 
2	1	1	2	0	5	3	46	12	10	99	15	47	2	0	1	4	5	1	2	3	2	2	2	2	2	2	2	1	9	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	2	2	1	0	36	12	11	12	97	65	1	1	0	1	5	3	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	4	3	39	16	16	14	16	68	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	1	3	2	38	20	14	18	17	75	1	2	0	5	4	2	3	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	1	2	1	1	3	60	16	14	7	13	49	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	3	4	64	13	8	6	97	69	1	0	1	5	4	3	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	7	1	43	16	12	12	16	69	1	1	0	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	1	2	1	0	0	28	16	12	12	97	41	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	1	1	1	3	69	13	12	13	20	32	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	2	3	1	2	52	14	97	12	97	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	1	0	5	2	36	16	9	99	16	64	1	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	2	2	2	1	2	50	16	98	98	12	61	1	2	0	3	5	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	 	 	 
2	1	2	3	2	2	1	36	16	9	8	16	55	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	1	0	2	4	76	12	98	12	12	53	3	0	2	1	5	3	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	3	2	6	2	45	12	98	11	97	17	3	1	0	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	7	2	1	 
2	1	2	2	2	5	2	48	12	12	12	14	45	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	2	0	1	3	52	12	97	12	12	49	2	0	1	4	5	3	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	1	1	2	1	43	12	6	8	16	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	6	1	30	12	12	12	97	46	2	0	1	4	5	3	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	 	 	 	 
2	1	1	1	2	3	0	73	12	98	8	97	46	2	2	0	5	4	1	2	3	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	1	3	3	9	2	69	12	98	12	97	34	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	3	0	72	18	98	12	97	64	1	0	2	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	0	1	1	83	14	12	12	97	46	2	0	1	4	5	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	3	4	54	10	8	8	8	22	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	3	2	39	13	12	12	97	33	2	0	1	4	5	3	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	6	0	29	15	12	16	16	41	5	1	0	2	5	1	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	0	5	4	76	12	98	98	10	30	6	0	1	4	5	1	2	3	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	2	3	3	56	12	98	98	11	46	2	1	0	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	3	2	28	12	20	12	16	28	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	10	2	34	14	14	12	12	36	3	0	1	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	3	1	3	0	25	14	14	12	97	60	3	1	0	2	5	3	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	 	 
2	1	1	2	0	3	3	41	13	8	12	16	22	3	0	1	4	5	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 	 
1	1	1	2	2	2	0	32	12	14	97	97	38	5	1	0	3	5	2	4	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	5	 	 
1	1	1	3	3	2	3	55	17	10	12	12	51	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	1	1	35	9	97	12	97	39	6	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	1	8	0	1	68	12	6	6	12	47	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	2	0	4	1	76	15	98	8	97	45	5	0	2	9	9	9	9	9	1	2	2	2	2	2	2	2	1	9	9	9	9	9	9	9	9	9	 	 	 	 
2	1	1	2	2	3	3	36	12	12	12	13	47	2	2	0	4	5	1	2	3	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	1	4
1	1	1	2	2	4	0	31	16	12	12	97	61	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	2	2	36	12	12	8	12	46	2	0	2	2	5	4	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	8	5	4	74	8	6	0	8	33	6	8	0	1	5	3	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	3	1	1	2	10	3	49	12	14	12	14	33	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	1	0	12	2	45	16	12	12	20	66	1	0	8	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	1	1	8	2	42	12	12	12	97	36	3	1	0	5	3	1	4	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	3	4	0	71	7	98	98	97	27	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	0	40	12	97	12	97	40	2	0	1	5	4	1	3	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	3	2	39	18	97	12	16	52	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	2	5	2	68	11	10	0	10	28	6	1	0	4	3	5	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	 	 
2	1	1	2	0	7	4	73	8	98	98	12	22	6	0	2	2	5	1	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	2	0	32	16	16	14	97	41	2	2	0	5	3	2	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
1	1	1	2	2	1	0	25	10	10	10	97	37	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	1	2	0	30	12	19	12	97	47	5	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 
2	1	1	1	1	3	2	40	12	10	12	12	47	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	2	0	42	16	10	12	97	47	2	0	2	5	4	1	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	2	0	20	13	12	12	97	34	2	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	3	2	2	2	37	13	11	97	11	50	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	1	0	28	12	97	10	97	36	2	0	1	3	5	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	0	1	0	23	16	13	15	97	49	2	0	1	3	5	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	2	2	0	37	12	12	12	13	32	2	1	0	5	4	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	 	 
2	1	1	1	1	3	0	22	12	98	8	97	39	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	2	3	1	48	12	97	12	12	30	2	2	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	0	0	2	74	11	8	8	11	47	5	0	1	5	4	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	1	1	40	20	14	10	20	51	1	3	0	5	4	1	3	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	 	 	 
2	1	1	2	2	2	1	80	14	16	12	97	20	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	3	1	2	0	4	4	35	12	6	5	97	41	2	0	1	1	4	5	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	3	1	3	2	3	2	31	13	97	3	97	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	1	0	10	5	32	12	12	99	97	41	2	0	2	2	5	3	4	1	2	2	2	2	2	8	2	2	1	2	2	2	2	2	2	2	8	8	 	 	 	 
1	2	1	2	2	9	0	23	12	12	10	97	52	1	1	0	4	5	2	1	3	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	 	 	 
2	2	1	3	2	5	3	30	12	98	98	97	0	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	3	2	6	7	32	10	98	98	97	0	 	2	0	2	5	3	1	4	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	4	4	2	 
2	1	1	1	2	0	0	63	12	12	8	12	46	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	2	1	2	29	12	12	8	12	40	2	1	0	4	5	2	1	3	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	 	 
2	1	1	1	2	7	0	77	9	8	16	97	36	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	2	1	32	20	16	12	20	86	1	0	1	5	4	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	5	3	31	12	14	14	97	33	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	3	3	84	12	98	98	97	34	2	0	8	1	3	5	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	1	1	21	12	97	12	97	28	3	1	0	2	3	1	4	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	 	 
1	1	1	2	1	5	0	29	13	12	12	14	42	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	6	2	33	14	19	14	12	40	6	0	1	5	3	1	2	4	1	2	2	2	1	2	9	2	1	2	2	1	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	2	2	34	10	97	12	11	36	3	2	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	 	 	 
2	1	1	2	1	0	1	30	12	12	12	97	31	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	2	1	82	14	6	8	97	62	1	0	1	4	5	3	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	0	10	1	68	16	15	12	97	65	1	0	1	3	5	1	4	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	3	1	2	1	4	2	44	16	16	12	16	56	1	1	0	4	3	5	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	2	2	4	1	76	13	11	97	97	51	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	1	4	30	12	11	11	11	0	 	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	2	1	65	16	16	16	16	57	2	2	0	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	4	 	 
2	1	1	1	2	4	2	31	14	14	14	16	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	2	2	37	12	14	12	97	64	1	0	2	4	5	1	2	3	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	1	1	26	12	14	97	97	43	5	1	0	5	4	3	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	7	2	 	 
1	1	1	3	0	1	1	78	8	8	8	12	39	5	0	2	1	5	3	4	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	2	0	31	17	15	14	97	49	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	0	1	50	20	16	12	16	74	1	0	8	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	4	0	24	13	12	13	97	42	6	2	0	4	5	3	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	1	1	1	1	4	49	15	6	13	16	42	3	1	0	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	3	1	1	1	4	2	37	15	14	14	13	28	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	3	2	44	18	16	13	19	44	2	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	4	2	44	17	4	4	12	64	1	2	0	3	5	2	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	3	3	35	14	12	14	13	68	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	99	9	74	99	98	98	97	0	 	0	2	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	3	2	72	12	8	8	12	47	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	2	33	12	10	10	12	51	1	0	1	5	4	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	7	0	25	15	97	14	16	32	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	3	2	77	20	12	13	13	86	1	0	1	4	5	3	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	1	2	44	16	19	16	20	48	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	2	3	0	42	14	8	97	97	34	2	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	5	 	 
1	1	1	2	2	2	3	43	12	11	11	97	50	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	1	3	36	12	11	12	12	51	1	0	1	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	 	 	 	 
1	1	1	1	1	2	3	43	12	12	12	12	35	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	1	2	0	53	20	16	13	97	48	4	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
1	1	1	2	2	6	0	41	12	98	8	97	42	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	2	5	4	53	12	97	8	16	51	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	2	0	62	17	98	8	97	64	1	0	1	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	4	2	55	9	99	8	98	28	6	1	0	4	5	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	 	 	 
2	1	1	2	2	1	3	62	12	8	5	12	44	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	3	72	12	10	99	12	46	2	0	1	3	5	4	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	2	1	2	0	26	12	97	12	97	25	3	1	0	4	5	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	1	3	38	12	12	12	12	45	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	1	42	12	97	8	97	29	2	0	1	3	5	4	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	1	2	27	14	12	12	14	24	6	2	0	1	5	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	0	2	42	12	97	10	12	30	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	3	0	3	3	25	12	17	14	10	50	6	0	1	3	4	1	2	5	1	2	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	1	 	 	 	 
2	1	1	2	2	1	4	48	12	6	8	6	36	6	1	0	3	5	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
1	1	1	2	1	5	2	47	10	98	98	12	22	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	9	2	3	0	19	10	7	12	97	0	 	1	0	3	5	1	4	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	1	2	2	 	 	 
2	1	1	2	1	2	1	28	12	97	12	16	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	8	3	65	12	98	8	8	40	3	0	1	5	4	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	2	3	1	67	12	3	8	8	40	2	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	3	4	2	60	12	12	8	12	32	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
